iter	MultiClass
148	0.2027868246
149	0.201785192
150	0.2008678747
151	0.1997802586
152	0.1988769818
153	0.197983423
154	0.1971986981
155	0.1963759016
156	0.1955554761
157	0.1948046599
158	0.1939408924
159	0.1931494345
160	0.1924880732
161	0.1916540198
162	0.1907770067
163	0.1900017333
164	0.1892911054
165	0.1885011213
166	0.1877861889
167	0.1870362903
168	0.1864695757
169	0.1858172837
170	0.184994425
171	0.1843467225
172	0.1836525065
173	0.18300547
174	0.1823684839
175	0.1817531743
176	0.1809409118
177	0.1802461052
178	0.1796506461
179	0.1790897552
180	0.1783784822
181	0.1778459444
182	0.177148024
183	0.1765664462
184	0.1759722804
185	0.1752421858
186	0.1746638601
187	0.1740254913
188	0.1734534536
189	0.1729353819
190	0.1722819206
191	0.1718230666
192	0.1713084539
193	0.1707476218
194	0.1702801444
195	0.1696249301
196	0.1689795682
197	0.1684265079
198	0.1677504263
199	0.1671130198
200	0.1666278846
201	0.1661559643
202	0.1656613005
203	0.1651330484
204	0.1645877562
205	0.1642034485
206	0.163772895
207	0.1633565724
208	0.1629509284
209	0.1625611988
210	0.1621153497
211	0.1615473617
212	0.1610032565
213	0.1606259376
214	0.1602103158
215	0.1598352407
216	0.159354837
217	0.1589178517
218	0.1585720844
219	0.1582600366
220	0.1577748248
221	0.1573620898
222	0.1570267133
223	0.1565296395
224	0.1560733318
225	0.1557183013
226	0.1552677771
227	0.1549139939
228	0.1546040864
229	0.1541743137
230	0.153827703
231	0.1533851338
232	0.1529598997
233	0.1525210514
234	0.1521862223
235	0.1518946034
236	0.1516012793
237	0.1512809352
238	0.1509810755
239	0.1507104095
240	0.1503092696
241	0.1498861749
242	0.1495214446
243	0.1491063425
244	0.1487423498
245	0.1483212058
246	0.1479497693
247	0.1475922924
248	0.1471365221
249	0.1468009567
250	0.146454118
251	0.1461658575
252	0.1458345746
253	0.1455224313
254	0.1451909543
255	0.1447944766
256	0.1444882946
257	0.1442282143
258	0.144001989
259	0.1437364503
260	0.1434757547
261	0.1431386968
262	0.1428479877
263	0.1426179665
264	0.1421918406
265	0.14190244
266	0.1416259865
267	0.141355206
268	0.1410638853
269	0.1407625759
270	0.1404632424
271	0.1401982729
272	0.1398770786
273	0.1396261767
274	0.1392697825
275	0.1389983001
276	0.1387995246
277	0.1385239464
278	0.1382939271
279	0.1380417322
280	0.1377553756
281	0.1374591343
282	0.1372119087
283	0.1369025693
284	0.1366895173
285	0.1365096342
286	0.1362834286
287	0.1360619505
288	0.1358172377
289	0.1355360194
290	0.1353302396
291	0.1350701642
292	0.1348994217
293	0.1346823488
294	0.134400093
295	0.134142187
296	0.1339014797
297	0.1336857356
298	0.1334178373
299	0.1332038709
300	0.1330183723
301	0.1327840397
302	0.1325572472
303	0.1322700734
304	0.1319648855
305	0.1317082546
306	0.1314255946
307	0.1312108385
308	0.131050518
309	0.1308084002
310	0.1305139385
311	0.1302620023
312	0.1300452646
313	0.1298441372
314	0.1297227797
315	0.1295032737
316	0.1292937377
317	0.1290685041
318	0.1288035251
319	0.1286111608
320	0.1284591261
321	0.1283369231
322	0.1281162824
323	0.1279145915
324	0.1277049442
325	0.1275959408
326	0.1274129165
327	0.1270870546
328	0.126863488
329	0.126735066
330	0.1265551283
331	0.1263040347
332	0.1261575616
333	0.1259768902
334	0.1257369091
335	0.1255893484
336	0.1254383606
337	0.1252407945
338	0.1250683245
339	0.1248438698
340	0.1247077559
341	0.1245485298
342	0.1243624784
343	0.1242218552
344	0.1240470518
345	0.1238752026
346	0.1237413517
347	0.1235736546
348	0.1233696666
349	0.1232525666
350	0.12306808
351	0.1228948817
352	0.1227081571
353	0.1225090329
354	0.1222928947
355	0.1221075854
356	0.1219382532
357	0.1217660069
358	0.1216558452
359	0.1215149044
360	0.1213372785
361	0.1211981015
362	0.1210578829
363	0.1209486791
364	0.1207837221
365	0.1206257127
366	0.1204688143
367	0.1203438386
368	0.1202376958
369	0.1200876027
370	0.1199683724
371	0.119783417
372	0.1195799298
373	0.1193961437
374	0.1191711086
375	0.119028981
376	0.1188085485
377	0.1186851753
378	0.1185510089
379	0.1184053624
380	0.1182529912
381	0.1181217161
382	0.1179741957
383	0.1178948271
384	0.1177305093
385	0.117573993
386	0.1174605321
387	0.117348389
388	0.117153933
389	0.1170072348
390	0.1168927373
391	0.1167506983
392	0.116595872
393	0.1164853092
394	0.1163620738
395	0.1162650559
396	0.1161270416
397	0.1160166964
398	0.1158846539
399	0.1157648912
400	0.1155494767
401	0.1154180659
402	0.1152913368
403	0.1151407991
404	0.1150400918
405	0.1149283343
406	0.11482482
407	0.1147162443
408	0.1145985282
409	0.1144375946
410	0.1143325524
411	0.1142331574
412	0.114038639
413	0.1138371678
414	0.113706445
415	0.1135361166
416	0.1133854436
417	0.1132920787
418	0.1131506573
419	0.1130526959
420	0.1129421059
421	0.1128159412
422	0.1126984385
423	0.1125803149
424	0.1124187499
425	0.1122835701
426	0.112198885
427	0.1120250663
428	0.1119139928
429	0.1117855539
430	0.1116567254
431	0.1115409149
432	0.1113828041
433	0.1112419524
434	0.1111373911
435	0.1110109117
436	0.1109080987
437	0.1107597264
438	0.1106708615
439	0.1105389781
440	0.1104658137
441	0.1103721003
442	0.1102338686
443	0.1100889164
444	0.1099570432
445	0.109802881
446	0.1096773853
447	0.1095673712
448	0.1094423317
449	0.1093313092
450	0.109244099
451	0.1091287764
452	0.1090193788
453	0.108920947
454	0.108815018
455	0.1087322684
456	0.1086147293
457	0.1085003955
458	0.1084204603
459	0.1083083975
460	0.1081110101
461	0.107993798
462	0.1078541068
463	0.1077251525
464	0.107629134
465	0.1075389629
466	0.1074465516
467	0.1073721541
468	0.1072163399
469	0.1071005378
470	0.1070231045
471	0.1069381311
472	0.1068584131
473	0.1067396456
474	0.1066562651
475	0.1065860951
476	0.1064804264
477	0.1063931566
478	0.1063076453
479	0.106166839
480	0.1060557564
481	0.1059237175
482	0.1058327413
483	0.1057567014
484	0.1056398765
485	0.1055503268
486	0.1054626936
487	0.1053708409
488	0.1052626221
489	0.1051781698
490	0.1050680555
491	0.1049568452
492	0.104899799
493	0.1048104297
494	0.1047518856
495	0.1046323609
496	0.1044970336
497	0.1043767362
498	0.1042726857
499	0.1041613896
500	0.1040686118
501	0.1039491861
502	0.1038792224
503	0.1038261193
504	0.1037452055
505	0.1036955175
506	0.1036258918
507	0.1035494074
508	0.1034448466
509	0.1033142327
510	0.1032380527
511	0.1031896533
512	0.1030895356
513	0.1029972761
514	0.1029293128
515	0.1028486239
516	0.1027903477
517	0.1026865415
518	0.1025629692
519	0.1024731719
520	0.102434367
521	0.1023635719
522	0.1022731428
523	0.1021801533
524	0.1021066066
525	0.1019960696
526	0.1019163004
527	0.1018218921
528	0.1017256267
529	0.1016702639
530	0.1015651545
531	0.1014864376
532	0.1014208846
533	0.1013303283
534	0.1011964165
535	0.1011118095
536	0.1010341798
537	0.1009281281
538	0.1008565852
539	0.1008138693
540	0.1007651399
541	0.1006998579
542	0.1006472731
543	0.1005293872
544	0.1004725167
545	0.1004126653
546	0.1003360205
547	0.1002645543
548	0.1002181665
549	0.1001368065
550	0.1000501537
551	0.09997423817
552	0.09993337043
553	0.09988090717
554	0.09977019312
555	0.09969808544
556	0.09960852971
557	0.09953176154
558	0.09946296556
559	0.0993986721
560	0.09929832748
561	0.0992147238
562	0.09913608884
563	0.0990925986
564	0.09903473812
565	0.09896028762
566	0.09890220595
567	0.09882451519
568	0.09875588842
569	0.09870597406
570	0.09864319966
571	0.09853421529
572	0.09843471668
573	0.09834857862
574	0.09827541079
575	0.09818852469
576	0.09809559587
577	0.09803063369
578	0.09796475299
579	0.09789498979
580	0.09780151453
581	0.09772438954
582	0.09763938533
583	0.09757551489
584	0.0974821254
585	0.0974115539
586	0.09731648281
587	0.09724127015
588	0.09714771447
589	0.09707964863
590	0.09699321877
591	0.09691237925
592	0.09679108582
593	0.09666647673
594	0.09658755539
595	0.09650032712
596	0.09641477506
597	0.09633728458
598	0.09626277769
599	0.09617881901
600	0.09612872726
601	0.09602552412
602	0.09595307114
603	0.09588396854
604	0.0957784895
605	0.09571829545
606	0.09563769189
607	0.09559832916
608	0.09551250228
609	0.09547991466
610	0.09540966187
611	0.09532770908
612	0.0952658267
613	0.09520877823
614	0.09512055543
615	0.09502389912
616	0.09495927579
617	0.09490252316
618	0.09483906176
619	0.09479312788
620	0.09470849891
621	0.0946410418
622	0.09459370751
623	0.09449628191
624	0.09437821337
625	0.09426839557
626	0.09417605914
627	0.09411490567
628	0.09401995732
629	0.09396985467
630	0.0939152861
631	0.09383889421
632	0.09376934182
633	0.09368315069
634	0.0936305179
635	0.09356449253
636	0.09349192177
637	0.09344810518
638	0.09338764572
639	0.09331515534
640	0.09319540669
641	0.09310651503
642	0.09305078033
643	0.09301154186
644	0.092960881
645	0.09289897388
646	0.09285548895
647	0.09279721976
648	0.09274787478
649	0.09270128527
650	0.09263105414
651	0.09256242847
652	0.09247884875
653	0.09240326174
654	0.09234598153
655	0.09231378785
656	0.09226204886
657	0.09221067317
658	0.09214521585
659	0.09207750317
660	0.09202618891
661	0.09196154452
662	0.0919027041
663	0.09184756079
664	0.09177330955
665	0.09171411603
666	0.09165053259
667	0.09159831769
668	0.09153622074
669	0.09141695509
670	0.09136720041
671	0.09129194075
672	0.09123484455
673	0.09119211484
674	0.09108750045
675	0.09103632077
676	0.09099972272
677	0.09096164941
678	0.09087468494
679	0.09077788821
680	0.0907293313
681	0.09065294434
682	0.0905699213
683	0.09048896189
684	0.09045305897
685	0.09039036493
686	0.09033568931
687	0.09026650818
688	0.09020239468
689	0.09012790054
690	0.09006711588
691	0.08998936755
692	0.08995230905
693	0.08988883506
694	0.08985054985
695	0.08977911114
696	0.08973294288
697	0.08967487239
698	0.08960932053
699	0.08955931724
700	0.08949920224
701	0.08943875933
702	0.08940282695
703	0.0893359913
704	0.08930293379
705	0.0892365777
706	0.08918421017
707	0.08913382327
708	0.08910845054
709	0.08903206388
710	0.08897602214
711	0.08892046324
712	0.08885863722
713	0.08878782486
714	0.08874129526
715	0.08868790643
716	0.08864147474
717	0.08858383985
718	0.08849967188
719	0.08842690944
720	0.08835938958
721	0.08829324762
722	0.08822821702
723	0.08815802341
724	0.08808537977
725	0.08804125319
726	0.08797987573
727	0.08790771988
728	0.08786210908
729	0.08779873392
730	0.08776042276
731	0.08769657384
732	0.08762289439
733	0.08756631798
734	0.08752961642
735	0.08747990788
736	0.08743988223
737	0.0873478028
738	0.0873019226
739	0.08724816054
740	0.08720436898
741	0.08715998297
742	0.08707747013
743	0.08704221392
744	0.08700254157
745	0.08695893401
746	0.086925805
747	0.08687734841
748	0.08682759877
749	0.08675380179
750	0.0867228954
751	0.08665372267
752	0.08658808028
753	0.08652991536
754	0.08649487082
755	0.08645447486
756	0.08640775911
757	0.08636968515
758	0.08632959398
759	0.08628475124
760	0.08625058759
761	0.08618254627
762	0.08611545565
763	0.0860542341
764	0.08601634089
765	0.08593257003
766	0.085878228
767	0.08585069186
768	0.08579222404
769	0.0857533988
770	0.08569920307
771	0.08562807112
772	0.08556921857
773	0.08550583544
774	0.08544210943
775	0.08537722196
776	0.08532788916
777	0.08529167329
778	0.08523095626
779	0.08512892242
780	0.08507347515
781	0.08503057009
782	0.08499001843
783	0.08495856149
784	0.0849014361
785	0.08486404027
786	0.08482415676
787	0.0847896563
788	0.08475471702
789	0.08468548403
790	0.08465269544
791	0.08463020786
792	0.08460230733
793	0.08454673498
794	0.08448683621
795	0.08444039132
796	0.08438617439
797	0.08435520014
798	0.08431845774
799	0.08426602815
800	0.08421657891
801	0.08418631041
802	0.08415214122
803	0.0841281309
804	0.08408561989
805	0.08404513547
806	0.08402682423
807	0.08398872865
808	0.08397034492
809	0.08393593934
810	0.0838829325
811	0.08383665679
812	0.08380079093
813	0.08376216216
814	0.08372953788
815	0.08367851156
816	0.08363274405
817	0.0836045014
818	0.08358253203
819	0.0834817724
820	0.08343085839
821	0.08339123347
822	0.08330608328
823	0.08325837709
824	0.08320481391
825	0.08313082606
826	0.08305576689
827	0.08303089109
828	0.08299167982
829	0.08293994338
830	0.08289281717
831	0.082865205
832	0.08281255307
833	0.0827580148
834	0.08272422514
835	0.08268525895
836	0.082648854
837	0.08261613696
838	0.08256768644
839	0.08252304977
840	0.08248078819
841	0.08241256163
842	0.08237817376
843	0.08232211457
844	0.08227142762
845	0.0822284821
846	0.08218626754
847	0.08215003885
848	0.08210735594
849	0.08203994401
850	0.08198750982
851	0.08194981341
852	0.08193408032
853	0.08189808228
854	0.08183114738
855	0.08178118278
856	0.08174223744
857	0.0816703315
858	0.081610142
859	0.08154067471
860	0.0814744716
861	0.08143111554
862	0.08140918192
863	0.08136984631
864	0.08133651048
865	0.08129954285
866	0.08122713835
867	0.08119744524
868	0.08113736851
869	0.08109530428
870	0.08105058425
871	0.08098781512
872	0.08093038531
873	0.08085642311
874	0.0808128926
875	0.08077402032
876	0.08074407124
877	0.08068841874
878	0.0806509257
879	0.08060527393
880	0.08056679214
881	0.08049797845
882	0.08046560161
883	0.08040281286
884	0.08036023341
885	0.08032117523
886	0.08027742778
887	0.08025529348
888	0.08018651557
889	0.08014315426
890	0.08009893596
891	0.08005618256
892	0.0800323822
893	0.07997311052
894	0.07992275801
895	0.07988793764
896	0.07985512236
897	0.0798061793
898	0.07975740286
899	0.07969376731
900	0.07966618339
901	0.07963135243
902	0.07957951925
903	0.07955139181
904	0.07951676604
905	0.07948989938
906	0.0794519412
907	0.07942590864
908	0.07938548163
909	0.07934066412
910	0.07930773323
911	0.07926168605
912	0.0791920797
913	0.07913480882
914	0.07910485117
915	0.07906440306
916	0.07900653213
917	0.07896320064
918	0.07891000454
919	0.07887920557
920	0.07884382191
921	0.07879453853
922	0.07877239106
923	0.07873353723
924	0.07868413368
925	0.07861834765
926	0.07857850282
927	0.07855085529
928	0.07852443609
929	0.07848996618
930	0.07844425809
931	0.07839032781
932	0.07835470514
933	0.07833531763
934	0.07830933724
935	0.07828102339
936	0.07822128745
937	0.07817774481
938	0.07814234884
939	0.07809597475
940	0.0780402345
941	0.07802103606
942	0.07796959525
943	0.07791822518
944	0.07788760862
945	0.07784432289
946	0.07781430249
947	0.07777561404
948	0.07772910988
949	0.07769541269
950	0.07764747124
951	0.0775898734
952	0.07755143509
953	0.07751590172
954	0.07748383356
955	0.07745478565
956	0.07742431082
957	0.07738402199
958	0.07731325503
959	0.07727357594
960	0.07723043764
961	0.07718908946
962	0.07716080149
963	0.07712737921
964	0.07708201691
965	0.07702166976
966	0.07696436408
967	0.07693510729
968	0.07691140097
969	0.07689823112
970	0.07685037048
971	0.07682165371
972	0.07678208848
973	0.07674396049
974	0.0767087031
975	0.07666957064
976	0.07663939976
977	0.07660004747
978	0.07657083325
979	0.07654811183
980	0.07648625308
981	0.07645115563
982	0.07640180797
983	0.07637207341
984	0.07633537962
985	0.07630915945
986	0.07627298902
987	0.07625854184
988	0.07618774512
989	0.07615966618
990	0.07613146907
991	0.07609866644
992	0.07607634276
993	0.07602066894
994	0.07598733497
995	0.07593935137
996	0.07589092529
997	0.07586029472
