iter	Passed	Remaining
958	36917	10663
959	36970	10629
960	37006	10589
961	37031	10547
962	37055	10504
963	37087	10464
964	37156	10434
965	37213	10401
966	37244	10360
967	37264	10317
968	37286	10273
969	37307	10230
970	37363	10197
971	37421	10163
972	37473	10128
973	37520	10092
974	37536	10048
975	37611	10019
976	37647	9980
977	37663	9935
978	37683	9892
979	37706	9849
980	37722	9805
981	37737	9761
982	37796	9727
983	37811	9683
984	37831	9640
985	37844	9595
986	37858	9550
987	37873	9506
988	37891	9463
989	37908	9419
990	37932	9377
991	37947	9333
992	37966	9290
993	38023	9257
994	38045	9214
995	38060	9171
996	38082	9128
997	38098	9085
998	38122	9044
999	38137	9000
1000	38181	8963
1001	38207	8922
1002	38229	8880
1003	38243	8837
1004	38260	8794
1005	38276	8751
1006	38292	8707
1007	38309	8665
1008	38363	8630
1009	38390	8590
1010	38411	8548
1011	38427	8505
1012	38448	8463
1013	38462	8420
1014	38476	8377
1015	38490	8334
1016	38513	8293
1017	38558	8257
1018	38572	8214
1019	38585	8171
1020	38616	8131
1021	38640	8091
1022	38664	8050
1023	38687	8009
1024	38735	7973
1025	38758	7933
1026	38774	7890
1027	38789	7848
1028	38809	7807
1029	38830	7766
1030	38845	7723
1031	38861	7681
1032	38875	7639
1033	38928	7604
1034	38959	7566
1035	38973	7523
1036	38986	7481
1037	39010	7441
1038	39025	7399
1039	39052	7359
1040	39121	7328
1041	39140	7287
1042	39164	7247
1043	39186	7206
1044	39223	7169
1045	39297	7138
1046	39329	7099
1047	39366	7061
1048	39411	7025
1049	39450	6988
1050	39479	6949
1051	39559	6919
1052	39586	6879
1053	39625	6842
1054	39659	6804
1055	39718	6770
1056	39732	6728
1057	39753	6688
1058	39773	6647
1059	39799	6608
1060	39817	6567
1061	39832	6526
1062	39847	6485
1063	39895	6449
1064	39913	6408
1065	39928	6367
1066	39951	6327
1067	39966	6286
1068	39981	6245
1069	39995	6204
1070	40009	6163
1071	40032	6124
1072	40125	6095
1073	40167	6058
1074	40192	6019
1075	40211	5979
1076	40226	5938
1077	40242	5898
1078	40302	5864
1079	40318	5823
1080	40339	5784
1081	40367	5745
1082	40388	5705
1083	40407	5666
1084	40423	5625
1085	40471	5589
1086	40488	5549
1087	40505	5509
1088	40519	5469
1089	40534	5429
1090	40547	5388
1091	40567	5349
1092	40588	5310
1093	40643	5275
1094	40657	5235
1095	40676	5195
1096	40689	5155
1097	40704	5115
1098	40724	5076
1099	40739	5036
1100	40754	4997
1101	40812	4962
1102	40836	4924
1103	40851	4884
1104	40865	4844
1105	40879	4804
1106	40895	4765
1107	40918	4727
1108	40938	4688
1109	40952	4648
1110	40968	4609
1111	41021	4574
1112	41047	4536
1113	41068	4497
1114	41086	4458
1115	41101	4419
1116	41114	4380
1117	41132	4341
1118	41185	4306
1119	41204	4267
1120	41219	4228
1121	41234	4189
1122	41248	4150
1123	41263	4111
1124	41276	4072
1125	41293	4034
1126	41309	3995
1127	41324	3956
1128	41375	3921
1129	41388	3882
1130	41401	3843
1131	41414	3804
1132	41430	3766
1133	41446	3727
1134	41472	3690
1135	41490	3652
1136	41543	3617
1137	41564	3579
1138	41583	3541
1139	41604	3503
1140	41635	3466
1141	41678	3430
1142	41740	3396
1143	41775	3359
1144	41797	3321
1145	41816	3284
1146	41834	3246
1147	41851	3208
1148	41901	3172
1149	41927	3135
1150	41950	3097
1151	41971	3060
1152	41984	3022
1153	42000	2984
1154	42015	2946
1155	42029	2908
1156	42044	2870
1157	42092	2835
1158	42106	2797
1159	42124	2759
1160	42166	2723
1161	42194	2687
1162	42214	2649
1163	42405	2623
1164	42449	2587
1165	42711	2564
1166	42778	2529
1167	42877	2496
1168	42952	2461
1169	43016	2426
1170	43163	2395
1171	43247	2361
1172	43348	2328
1173	43387	2291
1174	43461	2256
1175	43507	2219
1176	43523	2181
1177	43554	2144
1178	43579	2106
1179	43611	2069
1180	43626	2031
1181	43672	1995
1182	43694	1957
1183	43719	1920
1184	43744	1882
1185	43764	1845
1186	43777	1807
1187	43791	1769
1188	43804	1731
1189	43818	1693
1190	43882	1658
1191	43901	1620
1192	43949	1584
1193	44089	1550
1194	44130	1514
1195	44167	1477
1196	44242	1441
1197	44281	1404
1198	44301	1367
1199	44322	1329
1200	44358	1292
1201	44378	1255
1202	44465	1219
1203	44488	1182
1204	44537	1145
1205	44609	1109
1206	44717	1074
1207	44758	1037
1208	44787	1000
1209	44813	962
1210	44836	925
1211	44865	888
1212	44944	852
1213	44966	814
1214	44997	777
1215	45029	740
1216	45067	703
1217	45146	667
1218	45165	629
1219	45190	592
1220	45216	555
1221	45235	518
1222	45252	481
1223	45364	444
1224	45388	407
1225	45410	370
1226	45442	333
1227	45465	296
1228	45493	259
1229	45572	222
1230	45605	185
1231	45625	148
1232	45651	111
1233	45670	74
1234	45684	36
1235	45773	0
