iter	RMSE
635	5.024305506
636	5.017129773
637	5.012417137
638	5.003958631
639	5.002246781
640	4.994783761
641	4.988553986
642	4.983711997
643	4.977891803
644	4.972419467
645	4.967869213
646	4.960952969
647	4.955155599
648	4.948609911
649	4.942411906
650	4.937170089
651	4.92688825
652	4.920647816
653	4.920088665
654	4.913506816
655	4.907664377
656	4.901652006
657	4.896699838
658	4.889821615
659	4.885258952
660	4.879674327
661	4.874658669
662	4.869846295
663	4.86357761
664	4.856626741
665	4.852343512
666	4.847127045
667	4.84130003
668	4.835913738
669	4.835311137
670	4.831371498
671	4.826122412
672	4.821184905
673	4.816349667
674	4.814734905
675	4.814149595
676	4.813580739
677	4.807465771
678	4.802330193
679	4.797149837
680	4.792632706
681	4.787288816
682	4.779994367
683	4.779017002
684	4.773054266
685	4.768898477
686	4.760014238
687	4.753899875
688	4.746622494
689	4.740495252
690	4.735394228
691	4.731489972
692	4.728347683
693	4.720337684
694	4.714650687
695	4.708393752
696	4.702876459
697	4.699200425
698	4.693830728
699	4.692557368
700	4.687636831
701	4.684336488
702	4.679609001
703	4.678082198
704	4.672752788
705	4.670109972
706	4.666245504
707	4.659613756
708	4.656228843
709	4.652714784
710	4.648318637
711	4.645476142
712	4.638891317
713	4.634667805
714	4.630588791
715	4.625876832
716	4.619544167
717	4.610367056
718	4.604510579
719	4.60120528
720	4.595300154
721	4.591069948
722	4.583402896
723	4.581747605
724	4.578898888
725	4.571221009
726	4.566514771
727	4.560702196
728	4.555159798
729	4.549642416
730	4.544201616
731	4.540938785
732	4.538992078
733	4.532865651
734	4.526603089
735	4.517893401
736	4.514309759
737	4.509533497
738	4.505939706
739	4.502989043
740	4.49741293
741	4.492930927
742	4.490436431
743	4.48519625
744	4.482414157
745	4.477478114
746	4.471444532
747	4.466587723
748	4.46345727
749	4.460630884
750	4.455217266
751	4.451213397
752	4.446287426
753	4.440419834
754	4.433408718
755	4.428226776
756	4.424990758
757	4.421173783
758	4.415886721
759	4.411213568
760	4.407196399
761	4.402833208
762	4.398469401
763	4.392473041
764	4.386345064
765	4.381640057
766	4.375854521
767	4.370040639
768	4.364703493
769	4.360174162
770	4.355275056
771	4.348617465
772	4.344615945
773	4.339261703
774	4.334775997
775	4.331051296
776	4.326038662
777	4.321457792
778	4.320834612
779	4.31564326
780	4.31301557
781	4.307418586
782	4.302750315
783	4.299749002
784	4.299402611
785	4.294280657
786	4.293881088
787	4.290292277
788	4.286152125
789	4.280671856
790	4.2781943
791	4.275295916
792	4.270525136
793	4.264566537
794	4.260333083
795	4.254998973
796	4.252784581
797	4.248560755
798	4.243520923
799	4.243130009
800	4.239734919
801	4.234390621
802	4.230287659
803	4.225525958
804	4.220861996
805	4.216782683
806	4.214269123
807	4.211058
808	4.206782027
809	4.204053643
810	4.200945675
811	4.195339049
812	4.191658569
813	4.185776908
814	4.181757035
815	4.178707007
816	4.173892275
817	4.171360543
818	4.169102488
819	4.16669692
820	4.163998012
821	4.15928855
822	4.153421236
823	4.150902369
824	4.146129273
825	4.145822249
826	4.141818602
827	4.1375429
828	4.133457679
829	4.13112839
830	4.127267641
831	4.122249511
832	4.118928141
833	4.114938436
834	4.111382159
835	4.107180868
836	4.102580507
837	4.09896418
838	4.093717739
839	4.089004411
840	4.0816547
841	4.077919354
842	4.075160773
843	4.071406654
844	4.069178372
845	4.065511763
846	4.060720904
847	4.056794478
848	4.053405693
849	4.049722028
850	4.044739515
851	4.041517802
852	4.037058464
853	4.034107206
854	4.030707188
855	4.025426732
856	4.022212443
857	4.019883161
858	4.017718082
859	4.014023919
860	4.008361344
861	4.005230399
862	4.004958571
863	3.998168254
864	3.993303652
865	3.992937174
866	3.992546468
867	3.989169688
868	3.985042348
869	3.980926618
870	3.978804728
871	3.974855807
872	3.969966305
873	3.965227252
874	3.962563036
875	3.959411065
876	3.955042558
877	3.951159766
878	3.947421904
879	3.941285557
880	3.938538342
881	3.935711769
882	3.930680716
883	3.926399274
884	3.921898971
885	3.919875036
886	3.918470361
887	3.913609284
888	3.909874369
889	3.907084928
890	3.903465625
891	3.899922318
892	3.898556724
893	3.893451816
894	3.890474719
895	3.886642279
896	3.882716154
897	3.879858273
898	3.877887657
899	3.874145258
900	3.87304222
901	3.868582358
902	3.863429448
903	3.862344234
904	3.860402756
905	3.857693539
906	3.854350756
907	3.850504773
908	3.846460525
909	3.842986304
910	3.838694094
911	3.836876754
912	3.833305563
913	3.828150297
914	3.824722476
915	3.823676251
916	3.819091389
917	3.816540873
918	3.811814209
919	3.809760644
920	3.808745539
921	3.804664909
922	3.800418026
923	3.798657378
924	3.795684238
925	3.792530922
926	3.791534956
927	3.790559968
928	3.788145246
929	3.784060165
930	3.782393638
931	3.779155102
932	3.775369411
933	3.773693809
934	3.766104835
935	3.763957447
936	3.760704607
937	3.757895178
938	3.755021672
939	3.751417842
940	3.747796965
941	3.744903652
942	3.739289581
943	3.736057582
944	3.731054093
945	3.727456758
946	3.726545842
947	3.719386928
948	3.71536129
949	3.714471558
950	3.709950379
951	3.70611976
952	3.703841003
953	3.700041862
954	3.696057288
955	3.695195039
956	3.691925115
957	3.690320538
958	3.685829797
959	3.681567859
960	3.680722177
961	3.677759294
962	3.676995017
963	3.675478606
964	3.673978854
965	3.671062363
966	3.668277797
967	3.665317718
968	3.664480345
969	3.659923266
970	3.656058217
971	3.649248704
972	3.643790043
973	3.639766823
974	3.635204765
975	3.634427766
976	3.630272581
977	3.626957484
978	3.626150622
979	3.622889696
980	3.619914528
981	3.616703223
982	3.612451543
983	3.608314566
984	3.605602489
985	3.602054725
986	3.596569997
987	3.593019754
988	3.589620897
989	3.586117664
990	3.582905096
991	3.580440017
992	3.577779428
993	3.575221638
994	3.570835659
995	3.568500443
996	3.566016043
997	3.564009126
998	3.560870322
999	3.559434009
1000	3.558686633
1001	3.554779813
1002	3.553936315
1003	3.551157669
1004	3.546132416
1005	3.542622505
1006	3.539151457
1007	3.535218114
1008	3.534458393
1009	3.530551761
1010	3.526625468
1011	3.525879727
1012	3.523483151
1013	3.519743611
1014	3.516426186
1015	3.513797439
1016	3.513062856
1017	3.509809346
1018	3.506866531
1019	3.503805093
1020	3.502441239
1021	3.49845593
1022	3.495208022
1023	3.494410714
1024	3.491597051
1025	3.489258146
1026	3.488547457
1027	3.48495526
1028	3.481739312
1029	3.475271307
1030	3.468961387
1031	3.468272276
1032	3.464572833
1033	3.461727345
1034	3.457927411
1035	3.45472871
1036	3.453460876
1037	3.452785093
1038	3.44995259
1039	3.447526496
1040	3.444232041
1041	3.441008534
1042	3.439791018
1043	3.43703216
1044	3.433757204
1045	3.430568682
1046	3.429318698
1047	3.426091576
1048	3.42322851
1049	3.419463016
1050	3.416322061
1051	3.414062551
1052	3.410480106
1053	3.408304474
1054	3.407671397
1055	3.404094469
1056	3.401995225
1057	3.399361306
1058	3.395975421
1059	3.392583155
1060	3.391966606
1061	3.38938507
1062	3.386278084
1063	3.383846221
1064	3.379576999
1065	3.377336007
1066	3.376689688
1067	3.37618611
1068	3.373878743
1069	3.371389542
1070	3.369472078
1071	3.367721517
1072	3.364183844
1073	3.360504276
1074	3.358017722
1075	3.357534982
1076	3.356398741
1077	3.35346697
1078	3.350321038
1079	3.347260421
1080	3.343558055
1081	3.339828654
1082	3.337462984
1083	3.334565416
1084	3.331762236
1085	3.327071971
1086	3.324584774
1087	3.320954273
1088	3.318640692
1089	3.314681636
1090	3.31445985
1091	3.312390347
1092	3.308766982
1093	3.305912715
1094	3.301421153
1095	3.300313513
1096	3.296862207
1097	3.294906194
1098	3.29333996
1099	3.292226685
1100	3.288992947
1101	3.285849727
1102	3.283914731
1103	3.282904999
1104	3.280900429
1105	3.277588187
1106	3.274158031
1107	3.270955618
1108	3.268031536
1109	3.267861318
1110	3.265181587
1111	3.262591054
1112	3.259924786
1113	3.25930334
1114	3.256948683
1115	3.25673921
1116	3.25349738
1117	3.253330493
1118	3.251397817
1119	3.251194472
1120	3.249287209
1121	3.24630395
1122	3.243583061
1123	3.241676508
1124	3.238353322
1125	3.236129059
1126	3.234315779
1127	3.232612661
1128	3.229381109
1129	3.225838903
1130	3.223049183
1131	3.220605114
1132	3.217401118
1133	3.217184634
1134	3.214177989
1135	3.214023625
1136	3.211427918
1137	3.208965504
1138	3.208780173
1139	3.206870131
1140	3.20586058
1141	3.202133327
1142	3.199884883
1143	3.199307225
1144	3.195992544
1145	3.194358593
1146	3.190145691
1147	3.189528566
1148	3.185736573
1149	3.182410219
1150	3.178121308
1151	3.177943813
1152	3.174801276
1153	3.171759896
1154	3.16969374
1155	3.167922226
1156	3.167749104
1157	3.167218668
1158	3.164704164
1159	3.163743852
1160	3.160844523
1161	3.157331775
1162	3.155647892
1163	3.152931343
1164	3.149828085
1165	3.147915007
1166	3.146974615
1167	3.145378776
1168	3.142686298
1169	3.141960457
1170	3.13911467
1171	3.137117642
1172	3.136818413
1173	3.134203743
1174	3.132406622
1175	3.130323432
1176	3.130161201
1177	3.126764545
1178	3.124092849
1179	3.121244958
1180	3.117648726
1181	3.115982415
1182	3.113579076
1183	3.110955036
1184	3.107476389
1185	3.105603745
1186	3.105286959
1187	3.102916067
1188	3.099752849
1189	3.097608988
1190	3.094390288
1191	3.092114523
1192	3.08659625
1193	3.08352727
1194	3.080718404
1195	3.079204271
1196	3.076312605
1197	3.074566033
1198	3.071631582
1199	3.069618269
1200	3.066170123
1201	3.06275507
1202	3.061031348
1203	3.060748571
1204	3.060499405
1205	3.058255259
1206	3.05571623
1207	3.0543664
1208	3.052446165
1209	3.052285097
1210	3.050984946
1211	3.047948292
1212	3.047354535
1213	3.045115738
1214	3.044966504
1215	3.041819085
1216	3.040567738
1217	3.038880888
1218	3.037016241
1219	3.034036451
1220	3.031083512
1221	3.03003123
1222	3.026984132
1223	3.023748432
1224	3.021609431
1225	3.019848786
1226	3.017829663
1227	3.015517972
1228	3.013532575
1229	3.011370581
1230	3.011227022
1231	3.010048415
1232	3.00827332
1233	3.008181061
1234	3.008042028
1235	3.004855185
1236	3.002301021
1237	3.001734814
1238	2.998621614
1239	2.996365417
1240	2.994908088
1241	2.992734955
1242	2.990985663
1243	2.985352366
1244	2.984797119
1245	2.982817458
1246	2.980221447
1247	2.977621968
1248	2.976275935
1249	2.973471397
1250	2.971259991
1251	2.969176187
1252	2.967192349
1253	2.965609619
1254	2.964909456
1255	2.960171629
1256	2.959915937
1257	2.957107338
1258	2.956498721
1259	2.954520687
1260	2.952511072
1261	2.950283645
1262	2.947244574
1263	2.946994857
1264	2.945173435
