iter	MultiClass
0	0.8558610093
1	0.6381785285
2	0.5084214138
3	0.4172468511
4	0.3541317652
5	0.3076347519
6	0.2739419485
7	0.2460602699
8	0.2235202103
9	0.2066978922
10	0.1945241647
11	0.1825641302
12	0.1739886071
13	0.1664128664
14	0.1602765821
15	0.1541655337
16	0.1483924331
17	0.1446396888
18	0.1391609088
19	0.1342975345
20	0.1304245805
21	0.1273323567
22	0.1241967952
23	0.1218257705
24	0.1189061529
25	0.1169836111
26	0.1145445915
27	0.1130309717
28	0.1103839953
29	0.1087706231
30	0.1072776509
31	0.1053485868
32	0.1034527907
33	0.101854955
34	0.1005838157
35	0.09872752857
36	0.09769523116
37	0.09632314755
38	0.09540650708
39	0.09405688427
40	0.09318007006
41	0.09255970945
42	0.09148881779
43	0.09060044342
44	0.08959044022
45	0.08893761977
46	0.08788531152
47	0.08725755508
48	0.08615368569
49	0.08474161921
50	0.08413908004
51	0.08337140107
52	0.08201814953
53	0.08121992951
54	0.08080892282
55	0.08033161542
56	0.0797104646
57	0.07900279105
58	0.07843514496
59	0.07751995485
60	0.07666939252
61	0.0759955817
62	0.07535920844
63	0.0748286908
64	0.07385558481
65	0.07320168094
66	0.07270235424
67	0.07225415061
68	0.07184518372
69	0.07064351763
70	0.07026641121
71	0.06966028497
72	0.06918935109
73	0.06854131886
74	0.06778632919
75	0.06742620723
76	0.06719126332
77	0.06591813521
78	0.06568190755
79	0.06509696271
80	0.06464754323
81	0.06433659464
82	0.0637396098
83	0.06309059788
84	0.06262750694
85	0.06224630112
86	0.06199506169
87	0.06166225242
88	0.06135555985
89	0.06094478137
90	0.0604276645
91	0.06007058503
92	0.05980314559
93	0.0594458861
94	0.05896229574
95	0.05864703998
96	0.05826275354
97	0.05779370183
98	0.05734238719
99	0.05676784237
100	0.05632151868
101	0.05597605884
102	0.05563585081
103	0.05542933278
104	0.05522777564
105	0.05495300395
106	0.05449899099
107	0.05403622773
108	0.05383965659
109	0.05340566666
110	0.05309937799
111	0.05268960133
112	0.05238511455
113	0.05202032669
114	0.05171022178
115	0.05111112591
116	0.05093958725
117	0.05071366155
118	0.05037563802
119	0.05002365225
120	0.04967687488
121	0.04948435043
122	0.04912118405
123	0.04888928635
124	0.04852751119
125	0.04824697018
126	0.048020022
127	0.04767157999
128	0.04749275614
129	0.04738327864
130	0.04686421707
131	0.04645401814
132	0.0460511704
133	0.04577305232
134	0.04552995586
135	0.04530615759
136	0.04489683
137	0.04473691204
138	0.04447481145
139	0.04414025362
140	0.04380764526
141	0.04368478844
142	0.04340580763
143	0.0432049587
144	0.0429992006
145	0.0428266847
146	0.04256748849
147	0.04234130017
148	0.04223266404
149	0.04188321701
150	0.04172848772
151	0.04140564664
152	0.04127659037
153	0.04078773724
154	0.04045049236
155	0.04028440102
156	0.04012957522
157	0.0400059399
158	0.03985182815
159	0.03972126335
160	0.03950030987
161	0.03930675772
162	0.03901599029
163	0.03885722043
164	0.0386505599
165	0.03835606371
166	0.03811640179
167	0.03779695502
168	0.03767990644
169	0.03754971975
170	0.03728809183
171	0.03713099918
172	0.03700155576
173	0.03689328073
174	0.03671830188
175	0.03651880121
176	0.03610834129
177	0.03591949648
178	0.03579311558
179	0.03562138703
180	0.03549935177
181	0.03528337092
182	0.03508828323
183	0.03482780516
184	0.03473645179
185	0.03460761789
186	0.03447741803
187	0.03406815435
188	0.03377297843
189	0.03365372201
190	0.03342220769
191	0.03317520413
192	0.0329759865
193	0.03291980373
194	0.03267394006
195	0.03242160377
196	0.03224484091
197	0.03205151468
198	0.03184732649
199	0.03170143518
200	0.03159105936
201	0.03146232392
202	0.03133223074
203	0.03121876347
204	0.03111206347
205	0.03088298155
206	0.03074931589
207	0.03061993021
208	0.03043855819
209	0.03019538356
210	0.03010540589
211	0.03000067697
212	0.02984065851
213	0.02971071531
214	0.0296242729
215	0.0294534179
216	0.02931747407
217	0.02917972871
218	0.02889898328
219	0.02869265848
220	0.0286168425
221	0.0284084113
222	0.02822437581
223	0.02798251018
224	0.02788695579
225	0.02777891488
226	0.02764277613
227	0.02750931615
228	0.02736826644
229	0.02716895253
230	0.02694216876
231	0.02680517415
232	0.02665017151
233	0.02646636763
234	0.0261878351
235	0.02606345462
236	0.02593809766
237	0.02579802111
238	0.0256863732
239	0.02560986397
240	0.02550579614
241	0.0254327255
242	0.02530211477
243	0.02515589021
244	0.02504662857
245	0.02488029338
246	0.02472107531
247	0.02458503413
248	0.02449694759
249	0.0243465646
250	0.02425848713
251	0.02420744974
252	0.02409288839
253	0.0240428655
254	0.0239458306
255	0.0238178879
256	0.02373782622
257	0.02366384622
258	0.02348020941
259	0.02331571429
260	0.02324932397
261	0.02313426449
262	0.02297442202
263	0.02285969727
264	0.02273589319
265	0.0226703104
266	0.02256958762
267	0.02251135427
268	0.0224055007
269	0.02231279061
270	0.02223157192
271	0.02213802828
272	0.02198267973
273	0.02186099507
274	0.02178319444
275	0.02167827279
276	0.02160518261
277	0.02152647074
278	0.0214730323
279	0.02140583101
280	0.02133663123
281	0.02126193494
282	0.02120183911
283	0.02113795096
284	0.0210748299
285	0.02103326418
286	0.02098451777
287	0.02076147312
288	0.02071246616
289	0.02065141991
290	0.02059027973
291	0.02049145125
292	0.02032896206
293	0.02024548556
294	0.02016827853
295	0.02008047805
296	0.01992645371
297	0.01985802184
298	0.01979721315
299	0.01975850117
300	0.0196898271
301	0.01961437964
302	0.01955271486
303	0.01950547092
304	0.01941892099
305	0.01938629769
306	0.01932214399
307	0.0192365436
308	0.01919945329
309	0.01911618519
310	0.0190336037
311	0.01899764819
312	0.01896440322
313	0.01889510055
314	0.01882295801
315	0.01876828855
316	0.01872782684
317	0.01867986282
318	0.01861125135
319	0.01856946754
320	0.01850265901
321	0.01844399005
322	0.01837910841
323	0.01830892322
324	0.01826042349
325	0.01821483451
326	0.01811430324
327	0.01802147372
328	0.0179758938
329	0.01794621641
330	0.01788842321
331	0.01781123655
332	0.01771405664
333	0.01765625177
334	0.01758795425
335	0.01754083483
